date,warehouse,part_name,inventory_level
2023-01-06,WM3,brake_pad_right,211
2023-01-06,WM3,engine_oil_filter,170
2023-01-06,WM3,fuel_filter,211
2023-01-06,WM3,wiper_blade,181
2023-01-06,WM4,air_filter,234
2023-01-06,WM4,brake_pad_left,234
2023-01-06,WM4,brake_pad_right,209
2023-01-06,WM4,engine_oil_filter,147
2023-01-06,WM4,fuel_filter,191
2023-01-06,WM4,wiper_blade,189
2023-01-07,WM1,air_filter,198
2023-01-07,WM1,brake_pad_left,196
2023-01-07,WM1,brake_pad_right,212
2023-01-07,WM1,engine_oil_filter,279
2023-01-07,WM1,fuel_filter,187
2023-01-07,WM1,wiper_blade,224
2023-01-07,WM2,air_filter,145
2023-01-07,WM2,brake_pad_left,251
2023-01-07,WM2,brake_pad_right,206
2023-01-07,WM2,engine_oil_filter,229
2023-01-07,WM2,fuel_filter,185
2023-01-07,WM2,wiper_blade,234
2023-01-07,WM3,air_filter,269
2023-01-07,WM3,brake_pad_left,260
2023-01-07,WM3,brake_pad_right,216
2023-01-07,WM3,engine_oil_filter,257
2023-01-07,WM3,fuel_filter,214
2023-01-07,WM3,wiper_blade,337
2023-01-07,WM4,air_filter,293
2023-01-07,WM4,brake_pad_left,282
2023-01-07,WM4,brake_pad_right,213
2023-01-07,WM4,engine_oil_filter,246
2023-01-07,WM4,fuel_filter,197
2023-01-07,WM4,wiper_blade,292
2023-01-08,WM1,air_filter,229
2023-01-08,WM1,brake_pad_left,168
2023-01-08,WM1,brake_pad_right,172
2023-01-08,WM1,engine_oil_filter,215
2023-01-08,WM1,fuel_filter,137
2023-01-08,WM1,wiper_blade,239
2023-01-08,WM2,air_filter,213
2023-01-08,WM2,brake_pad_left,202
2023-01-08,WM2,brake_pad_right,239
2023-01-08,WM2,engine_oil_filter,147
2023-01-08,WM2,fuel_filter,182
2023-01-08,WM2,wiper_blade,181
2023-01-08,WM3,air_filter,191
2023-01-08,WM3,brake_pad_left,229
2023-01-08,WM3,brake_pad_right,278
2023-01-08,WM3,engine_oil_filter,260
2023-01-08,WM3,fuel_filter,274
2023-01-08,WM3,wiper_blade,236
2023-01-08,WM4,air_filter,294
2023-01-08,WM4,brake_pad_left,136
2023-01-08,WM4,brake_pad_right,235
2023-01-08,WM4,engine_oil_filter,199
2023-01-08,WM4,fuel_filter,168
2023-01-08,WM4,wiper_blade,284
2023-01-09,WM1,air_filter,236
2023-01-09,WM1,brake_pad_left,186
2023-01-09,WM1,brake_pad_right,219
2023-01-09,WM1,engine_oil_filter,198
2023-01-09,WM1,fuel_filter,171
2023-01-09,WM1,wiper_blade,178
2023-01-09,WM2,air_filter,218
2023-01-09,WM2,brake_pad_left,184
2023-01-09,WM2,brake_pad_right,211
2023-01-09,WM2,engine_oil_filter,165
2023-01-09,WM2,fuel_filter,195
2023-01-09,WM2,wiper_blade,271
2023-01-09,WM3,air_filter,240
2023-01-09,WM3,brake_pad_left,221
2023-01-09,WM3,brake_pad_right,202
2023-01-09,WM3,engine_oil_filter,189
2023-01-09,WM3,fuel_filter,238
2023-01-09,WM3,wiper_blade,293
2023-01-09,WM4,air_filter,228
2023-01-09,WM4,brake_pad_left,234
2023-01-09,WM4,brake_pad_right,229
2023-01-09,WM4,engine_oil_filter,202
2023-01-09,WM4,fuel_filter,235
2023-01-09,WM4,wiper_blade,275
2023-01-10,WM1,air_filter,188
2023-01-10,WM1,brake_pad_left,182
2023-01-10,WM1,brake_pad_right,187
2023-01-10,WM1,engine_oil_filter,203
2023-01-10,WM1,fuel_filter,205
2023-01-10,WM1,wiper_blade,227
2023-01-10,WM2,air_filter,167
2023-01-10,WM2,brake_pad_left,269
2023-01-10,WM2,brake_pad_right,191
2023-01-10,WM2,engine_oil_filter,207
2023-01-10,WM2,fuel_filter,169
2023-01-10,WM2,wiper_blade,227
2023-01-10,WM3,air_filter,203
2023-01-10,WM3,brake_pad_left,190
2023-01-10,WM3,brake_pad_right,173
2023-01-10,WM3,engine_oil_filter,223
2023-01-10,WM3,fuel_filter,160
2023-01-10,WM3,wiper_blade,274
2023-01-10,WM4,air_filter,204
2023-01-10,WM4,brake_pad_left,169
2023-01-10,WM4,brake_pad_right,232
2023-01-10,WM4,engine_oil_filter,210
2023-01-10,WM4,fuel_filter,210
2023-01-10,WM4,wiper_blade,242
2023-01-11,WM1,air_filter,208
2023-01-11,WM1,brake_pad_left,224
2023-01-11,WM1,brake_pad_right,211
2023-01-11,WM1,engine_oil_filter,286
2023-01-11,WM1,fuel_filter,297
2023-01-11,WM1,wiper_blade,244
2023-01-11,WM2,air_filter,208
2023-01-11,WM2,brake_pad_left,282
2023-01-11,WM2,brake_pad_right,269
2023-01-11,WM2,engine_oil_filter,190
2023-01-11,WM2,fuel_filter,257
2023-01-11,WM2,wiper_blade,298
2023-01-11,WM3,air_filter,207
2023-01-11,WM3,brake_pad_left,233
2023-01-11,WM3,brake_pad_right,261
2023-01-11,WM3,engine_oil_filter,209
2023-01-11,WM3,fuel_filter,222
2023-01-11,WM3,wiper_blade,202
2023-01-11,WM4,air_filter,246
2023-01-11,WM4,brake_pad_left,246
2023-01-11,WM4,brake_pad_right,236
2023-01-11,WM4,engine_oil_filter,201
2023-01-11,WM4,fuel_filter,285
2023-01-11,WM4,wiper_blade,208
2023-01-12,WM1,air_filter,242
2023-01-12,WM1,brake_pad_left,252
2023-01-12,WM1,brake_pad_right,172
2023-01-12,WM1,engine_oil_filter,227
2023-01-12,WM1,fuel_filter,158
2023-01-12,WM1,wiper_blade,206
2023-01-12,WM2,air_filter,221
2023-01-12,WM2,brake_pad_left,251
2023-01-12,WM2,brake_pad_right,214
2023-01-12,WM2,engine_oil_filter,239
2023-01-12,WM2,fuel_filter,190
2023-01-12,WM2,wiper_blade,270
2023-01-12,WM3,air_filter,215
2023-01-12,WM3,brake_pad_left,257
2023-01-12,WM3,brake_pad_right,213
2023-01-12,WM3,engine_oil_filter,240
2023-01-12,WM3,fuel_filter,182
2023-01-12,WM3,wiper_blade,208
2023-01-12,WM4,air_filter,133
2023-01-12,WM4,brake_pad_left,211
2023-01-12,WM4,brake_pad_right,244
2023-01-12,WM4,engine_oil_filter,233
2023-01-12,WM4,fuel_filter,193
2023-01-12,WM4,wiper_blade,196
2023-01-13,WM1,air_filter,261
2023-01-13,WM1,brake_pad_left,115
2023-01-13,WM1,brake_pad_right,182
2023-01-13,WM1,engine_oil_filter,228
2023-01-13,WM1,fuel_filter,221
2023-01-13,WM1,wiper_blade,277
2023-01-13,WM2,air_filter,225
2023-01-13,WM2,brake_pad_left,245
2023-01-13,WM2,brake_pad_right,269
2023-01-13,WM2,engine_oil_filter,262
2023-01-13,WM2,fuel_filter,170
2023-01-13,WM2,wiper_blade,167
2023-01-13,WM3,air_filter,260
2023-01-13,WM3,brake_pad_left,250
2023-01-13,WM3,brake_pad_right,173
2023-01-13,WM3,engine_oil_filter,277
2023-01-13,WM3,fuel_filter,176
2023-01-13,WM3,wiper_blade,173
2023-01-13,WM4,air_filter,296
2023-01-13,WM4,brake_pad_left,238
2023-01-13,WM4,brake_pad_right,151
2023-01-13,WM4,engine_oil_filter,241
2023-01-13,WM4,fuel_filter,284
2023-01-13,WM4,wiper_blade,194
2023-01-14,WM1,air_filter,285
2023-01-14,WM1,brake_pad_left,209
2023-01-14,WM1,brake_pad_right,169
2023-01-14,WM1,engine_oil_filter,153
2023-01-14,WM1,fuel_filter,205
2023-01-14,WM1,wiper_blade,293
2023-01-14,WM2,air_filter,192
2023-01-14,WM2,brake_pad_left,208
2023-01-14,WM2,brake_pad_right,268
2023-01-14,WM2,engine_oil_filter,233
2023-01-14,WM2,fuel_filter,238
2023-01-14,WM2,wiper_blade,269
2023-01-14,WM3,air_filter,241
2023-01-14,WM3,brake_pad_left,227
2023-01-14,WM3,brake_pad_right,255
2023-01-14,WM3,engine_oil_filter,296
2023-01-14,WM3,fuel_filter,201
2023-01-14,WM3,wiper_blade,206
2023-01-14,WM4,air_filter,246
2023-01-14,WM4,brake_pad_left,247
2023-01-14,WM4,brake_pad_right,331
2023-01-14,WM4,engine_oil_filter,215
2023-01-14,WM4,fuel_filter,228
2023-01-14,WM4,wiper_blade,283
2023-01-15,WM1,air_filter,248
2023-01-15,WM1,brake_pad_left,219
2023-01-15,WM1,brake_pad_right,168
2023-01-15,WM1,engine_oil_filter,325
2023-01-15,WM1,fuel_filter,262
2023-01-15,WM1,wiper_blade,247
2023-01-15,WM2,air_filter,203
2023-01-15,WM2,brake_pad_left,204
2023-01-15,WM2,brake_pad_right,186
2023-01-15,WM2,engine_oil_filter,269
2023-01-15,WM2,fuel_filter,304
2023-01-15,WM2,wiper_blade,287
2023-01-15,WM3,air_filter,252
2023-01-15,WM3,brake_pad_left,270
2023-01-15,WM3,brake_pad_right,248
2023-01-15,WM3,engine_oil_filter,320
2023-01-15,WM3,fuel_filter,249
2023-01-15,WM3,wiper_blade,319
2023-01-15,WM4,air_filter,203
2023-01-15,WM4,brake_pad_left,276
2023-01-15,WM4,brake_pad_right,172
2023-01-15,WM4,engine_oil_filter,331
2023-01-15,WM4,fuel_filter,230
2023-01-15,WM4,wiper_blade,203
2023-01-16,WM1,air_filter,232
2023-01-16,WM1,brake_pad_left,153
2023-01-16,WM1,brake_pad_right,293
2023-01-16,WM1,engine_oil_filter,203
2023-01-16,WM1,fuel_filter,270
2023-01-16,WM1,wiper_blade,318
2023-01-16,WM2,air_filter,266
2023-01-16,WM2,brake_pad_left,219
2023-01-16,WM2,brake_pad_right,284
2023-01-16,WM2,engine_oil_filter,238
2023-01-16,WM2,fuel_filter,204
2023-01-16,WM2,wiper_blade,256
2023-01-16,WM3,air_filter,264
2023-01-16,WM3,brake_pad_left,284
2023-01-16,WM3,brake_pad_right,250
2023-01-16,WM3,engine_oil_filter,218
2023-01-16,WM3,fuel_filter,260
2023-01-16,WM3,wiper_blade,340
2023-01-16,WM4,air_filter,212
2023-01-16,WM4,brake_pad_left,237
2023-01-16,WM4,brake_pad_right,222
2023-01-16,WM4,engine_oil_filter,294
2023-01-16,WM4,fuel_filter,169
2023-01-16,WM4,wiper_blade,266
2023-01-17,WM1,air_filter,267
2023-01-17,WM1,brake_pad_left,263
2023-01-17,WM1,brake_pad_right,177
2023-01-17,WM1,engine_oil_filter,202
2023-01-17,WM1,fuel_filter,166
2023-01-17,WM1,wiper_blade,233
2023-01-17,WM2,air_filter,254
2023-01-17,WM2,brake_pad_left,205
2023-01-17,WM2,brake_pad_right,258
2023-01-17,WM2,engine_oil_filter,226
2023-01-17,WM2,fuel_filter,171
2023-01-17,WM2,wiper_blade,295
2023-01-17,WM3,air_filter,212
2023-01-17,WM3,brake_pad_left,285
2023-01-17,WM3,brake_pad_right,226
2023-01-17,WM3,engine_oil_filter,252
2023-01-17,WM3,fuel_filter,221
2023-01-17,WM3,wiper_blade,320
2023-01-17,WM4,air_filter,202
2023-01-17,WM4,brake_pad_left,288
2023-01-17,WM4,brake_pad_right,257
2023-01-17,WM4,engine_oil_filter,190
2023-01-17,WM4,fuel_filter,204
2023-01-17,WM4,wiper_blade,241
2023-01-18,WM1,air_filter,248
2023-01-18,WM1,brake_pad_left,225
2023-01-18,WM1,brake_pad_right,141
2023-01-18,WM1,engine_oil_filter,280
2023-01-18,WM1,fuel_filter,257
2023-01-18,WM1,wiper_blade,268
2023-01-18,WM2,air_filter,275
2023-01-18,WM2,brake_pad_left,219
2023-01-18,WM2,brake_pad_right,213
2023-01-18,WM2,engine_oil_filter,220
2023-01-18,WM2,fuel_filter,236
2023-01-18,WM2,wiper_blade,280
2023-01-18,WM3,air_filter,233
2023-01-18,WM3,brake_pad_left,203
2023-01-18,WM3,brake_pad_right,152
2023-01-18,WM3,engine_oil_filter,281
2023-01-18,WM3,fuel_filter,206
2023-01-18,WM3,wiper_blade,242
2023-01-18,WM4,air_filter,222
2023-01-18,WM4,brake_pad_left,195
2023-01-18,WM4,brake_pad_right,225
2023-01-18,WM4,engine_oil_filter,220
2023-01-18,WM4,fuel_filter,264
2023-01-18,WM4,wiper_blade,192
2023-01-19,WM1,air_filter,173
2023-01-19,WM1,brake_pad_left,163
2023-01-19,WM1,brake_pad_right,167
2023-01-19,WM1,engine_oil_filter,323
2023-01-19,WM1,fuel_filter,169
2023-01-19,WM1,wiper_blade,318
2023-01-19,WM2,air_filter,221
2023-01-19,WM2,brake_pad_left,212
2023-01-19,WM2,brake_pad_right,186
2023-01-19,WM2,engine_oil_filter,225
2023-01-19,WM2,fuel_filter,198
2023-01-19,WM2,wiper_blade,202
2023-01-19,WM3,air_filter,218
2023-01-19,WM3,brake_pad_left,268
2023-01-19,WM3,brake_pad_right,217
2023-01-19,WM3,engine_oil_filter,213
2023-01-19,WM3,fuel_filter,174
2023-01-19,WM3,wiper_blade,257
2023-01-19,WM4,air_filter,239
2023-01-19,WM4,brake_pad_left,189
2023-01-19,WM4,brake_pad_right,202
2023-01-19,WM4,engine_oil_filter,175
2023-01-19,WM4,fuel_filter,228
2023-01-19,WM4,wiper_blade,299
2023-01-20,WM1,air_filter,168
2023-01-20,WM1,brake_pad_left,214
2023-01-20,WM1,brake_pad_right,249
2023-01-20,WM1,engine_oil_filter,261
2023-01-20,WM1,fuel_filter,238
2023-01-20,WM1,wiper_blade,249
2023-01-20,WM2,air_filter,198
2023-01-20,WM2,brake_pad_left,232
2023-01-20,WM2,brake_pad_right,173
2023-01-20,WM2,engine_oil_filter,172
2023-01-20,WM2,fuel_filter,155
2023-01-20,WM2,wiper_blade,257
2023-01-20,WM3,air_filter,184
2023-01-20,WM3,brake_pad_left,213
2023-01-20,WM3,brake_pad_right,223
2023-01-20,WM3,engine_oil_filter,325
2023-01-20,WM3,fuel_filter,157
2023-01-20,WM3,wiper_blade,250
2023-01-20,WM4,air_filter,240
2023-01-20,WM4,brake_pad_left,286
2023-01-20,WM4,brake_pad_right,226
2023-01-20,WM4,engine_oil_filter,221
2023-01-20,WM4,fuel_filter,237
2023-01-20,WM4,wiper_blade,257
2023-01-21,WM1,air_filter,182
2023-01-21,WM1,brake_pad_left,248
2023-01-21,WM1,brake_pad_right,229
2023-01-21,WM1,engine_oil_filter,225
2023-01-21,WM1,fuel_filter,270
2023-01-21,WM1,wiper_blade,230
2023-01-21,WM2,air_filter,212
2023-01-21,WM2,brake_pad_left,185
2023-01-21,WM2,brake_pad_right,320
2023-01-21,WM2,engine_oil_filter,249
2023-01-21,WM2,fuel_filter,158
2023-01-21,WM2,wiper_blade,288
2023-01-21,WM3,air_filter,252
2023-01-21,WM3,brake_pad_left,238
2023-01-21,WM3,brake_pad_right,197
2023-01-21,WM3,engine_oil_filter,224
2023-01-21,WM3,fuel_filter,186
2023-01-21,WM3,wiper_blade,233
2023-01-21,WM4,air_filter,194
2023-01-21,WM4,brake_pad_left,127
2023-01-21,WM4,brake_pad_right,298
2023-01-21,WM4,engine_oil_filter,169
2023-01-21,WM4,fuel_filter,164
2023-01-21,WM4,wiper_blade,273
2023-01-22,WM1,air_filter,292
2023-01-22,WM1,brake_pad_left,210
2023-01-22,WM1,brake_pad_right,226
2023-01-22,WM1,engine_oil_filter,157
2023-01-22,WM1,fuel_filter,178
2023-01-22,WM1,wiper_blade,275
2023-01-22,WM2,air_filter,269
2023-01-22,WM2,brake_pad_left,253
2023-01-22,WM2,brake_pad_right,283
2023-01-22,WM2,engine_oil_filter,167
2023-01-22,WM2,fuel_filter,235
2023-01-22,WM2,wiper_blade,205
2023-01-22,WM3,air_filter,240
2023-01-22,WM3,brake_pad_left,216
2023-01-22,WM3,brake_pad_right,302
2023-01-22,WM3,engine_oil_filter,234
2023-01-22,WM3,fuel_filter,246
2023-01-22,WM3,wiper_blade,240
2023-01-22,WM4,air_filter,306
2023-01-22,WM4,brake_pad_left,176
2023-01-22,WM4,brake_pad_right,242
2023-01-22,WM4,engine_oil_filter,282
2023-01-22,WM4,fuel_filter,149
2023-01-22,WM4,wiper_blade,283
2023-01-23,WM1,air_filter,252
2023-01-23,WM1,brake_pad_left,174
2023-01-23,WM1,brake_pad_right,188
2023-01-23,WM1,engine_oil_filter,318
2023-01-23,WM1,fuel_filter,157
2023-01-23,WM1,wiper_blade,215
2023-01-23,WM2,air_filter,189
2023-01-23,WM2,brake_pad_left,244
2023-01-23,WM2,brake_pad_right,284
2023-01-23,WM2,engine_oil_filter,261
2023-01-23,WM2,fuel_filter,163
2023-01-23,WM2,wiper_blade,216
2023-01-23,WM3,air_filter,162
2023-01-23,WM3,brake_pad_left,219
2023-01-23,WM3,brake_pad_right,108
2023-01-23,WM3,engine_oil_filter,252
2023-01-23,WM3,fuel_filter,193
2023-01-23,WM3,wiper_blade,226
2023-01-23,WM4,air_filter,170
2023-01-23,WM4,brake_pad_left,209
2023-01-23,WM4,brake_pad_right,187
2023-01-23,WM4,engine_oil_filter,191
2023-01-23,WM4,fuel_filter,279
2023-01-23,WM4,wiper_blade,235
2023-01-24,WM1,air_filter,224
2023-01-24,WM1,brake_pad_left,219
2023-01-24,WM1,brake_pad_right,298
2023-01-24,WM1,engine_oil_filter,218
2023-01-24,WM1,fuel_filter,314
2023-01-24,WM1,wiper_blade,256
2023-01-24,WM2,air_filter,301
2023-01-24,WM2,brake_pad_left,201
2023-01-24,WM2,brake_pad_right,201
2023-01-24,WM2,engine_oil_filter,293
2023-01-24,WM2,fuel_filter,271
2023-01-24,WM2,wiper_blade,227
2023-01-24,WM3,air_filter,168
2023-01-24,WM3,brake_pad_left,304
2023-01-24,WM3,brake_pad_right,227
2023-01-24,WM3,engine_oil_filter,227
2023-01-24,WM3,fuel_filter,214
2023-01-24,WM3,wiper_blade,224
2023-01-24,WM4,air_filter,201
2023-01-24,WM4,brake_pad_left,194
2023-01-24,WM4,brake_pad_right,131
2023-01-24,WM4,engine_oil_filter,305
2023-01-24,WM4,fuel_filter,178
2023-01-24,WM4,wiper_blade,296
2023-01-25,WM1,air_filter,253
2023-01-25,WM1,brake_pad_left,117
2023-01-25,WM1,brake_pad_right,208
2023-01-25,WM1,engine_oil_filter,269
2023-01-25,WM1,fuel_filter,273
2023-01-25,WM1,wiper_blade,277
2023-01-25,WM2,air_filter,217
2023-01-25,WM2,brake_pad_left,214
2023-01-25,WM2,brake_pad_right,302
2023-01-25,WM2,engine_oil_filter,222
2023-01-25,WM2,fuel_filter,191
2023-01-25,WM2,wiper_blade,233
2023-01-25,WM3,air_filter,160
2023-01-25,WM3,brake_pad_left,160
2023-01-25,WM3,brake_pad_right,254
2023-01-25,WM3,engine_oil_filter,184
2023-01-25,WM3,fuel_filter,234
2023-01-25,WM3,wiper_blade,225
2023-01-25,WM4,air_filter,267
2023-01-25,WM4,brake_pad_left,175
2023-01-25,WM4,brake_pad_right,215
2023-01-25,WM4,engine_oil_filter,272
2023-01-25,WM4,fuel_filter,236
2023-01-25,WM4,wiper_blade,209
2023-01-26,WM1,air_filter,224
2023-01-26,WM1,brake_pad_left,247
2023-01-26,WM1,brake_pad_right,169
2023-01-26,WM1,engine_oil_filter,331
2023-01-26,WM1,fuel_filter,232
2023-01-26,WM1,wiper_blade,304
2023-01-26,WM2,air_filter,186
2023-01-26,WM2,brake_pad_left,202
2023-01-26,WM2,brake_pad_right,170
2023-01-26,WM2,engine_oil_filter,284
2023-01-26,WM2,fuel_filter,170
2023-01-26,WM2,wiper_blade,281
2023-01-26,WM3,air_filter,221
2023-01-26,WM3,brake_pad_left,246
2023-01-26,WM3,brake_pad_right,159
2023-01-26,WM3,engine_oil_filter,204
2023-01-26,WM3,fuel_filter,150
2023-01-26,WM3,wiper_blade,226
2023-01-26,WM4,air_filter,262
2023-01-26,WM4,brake_pad_left,258
2023-01-26,WM4,brake_pad_right,272
2023-01-26,WM4,engine_oil_filter,234
2023-01-26,WM4,fuel_filter,238
2023-01-26,WM4,wiper_blade,304
2023-01-27,WM1,air_filter,266
2023-01-27,WM1,brake_pad_left,150
2023-01-27,WM1,brake_pad_right,230
2023-01-27,WM1,engine_oil_filter,234
2023-01-27,WM1,fuel_filter,251
2023-01-27,WM1,wiper_blade,323
2023-01-27,WM2,air_filter,264
2023-01-27,WM2,brake_pad_left,287
2023-01-27,WM2,brake_pad_right,190
2023-01-27,WM2,engine_oil_filter,168
2023-01-27,WM2,fuel_filter,307
2023-01-27,WM2,wiper_blade,328
2023-01-27,WM3,air_filter,248
2023-01-27,WM3,brake_pad_left,237
2023-01-27,WM3,brake_pad_right,214
2023-01-27,WM3,engine_oil_filter,239
2023-01-27,WM3,fuel_filter,162
2023-01-27,WM3,wiper_blade,299
2023-01-27,WM4,air_filter,264
2023-01-27,WM4,brake_pad_left,204
2023-01-27,WM4,brake_pad_right,237
2023-01-27,WM4,engine_oil_filter,289
2023-01-27,WM4,fuel_filter,261
2023-01-27,WM4,wiper_blade,294
2023-01-28,WM1,air_filter,262
2023-01-28,WM1,brake_pad_left,237
2023-01-28,WM1,brake_pad_right,335
2023-01-28,WM1,engine_oil_filter,248
2023-01-28,WM1,fuel_filter,212
2023-01-28,WM1,wiper_blade,229
2023-01-28,WM2,air_filter,295
2023-01-28,WM2,brake_pad_left,171
2023-01-28,WM2,brake_pad_right,252
2023-01-28,WM2,engine_oil_filter,214
2023-01-28,WM2,fuel_filter,243
2023-01-28,WM2,wiper_blade,308
2023-01-28,WM3,air_filter,182
2023-01-28,WM3,brake_pad_left,241
2023-01-28,WM3,brake_pad_right,177
2023-01-28,WM3,engine_oil_filter,169
2023-01-28,WM3,fuel_filter,202
2023-01-28,WM3,wiper_blade,272
2023-01-28,WM4,air_filter,164
2023-01-28,WM4,brake_pad_left,200
2023-01-28,WM4,brake_pad_right,123
2023-01-28,WM4,engine_oil_filter,223
2023-01-28,WM4,fuel_filter,182
2023-01-28,WM4,wiper_blade,188
2023-01-29,WM1,air_filter,266
2023-01-29,WM1,brake_pad_left,233
2023-01-29,WM1,brake_pad_right,231
2023-01-29,WM1,engine_oil_filter,130
2023-01-29,WM1,fuel_filter,206
2023-01-29,WM1,wiper_blade,182
2023-01-29,WM2,air_filter,193
2023-01-29,WM2,brake_pad_left,147
2023-01-29,WM2,brake_pad_right,237
2023-01-29,WM2,engine_oil_filter,241
2023-01-29,WM2,fuel_filter,269
2023-01-29,WM2,wiper_blade,226
2023-01-29,WM3,air_filter,292
2023-01-29,WM3,brake_pad_left,145
